70.44,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
70.48,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
70.52,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
70.56,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
70.60000000000001,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
70.64,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
70.68,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
70.72,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
70.76,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
70.8,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
70.84,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
70.88,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
70.92,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
70.96000000000001,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
71.0,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
71.04,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
71.08,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
71.12,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
71.16,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
71.2,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
71.24,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
71.28,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
71.32000000000001,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
71.36,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
71.4,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
71.44,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
71.48,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
71.52,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
71.56,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
71.60000000000001,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
71.64,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
71.68,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
71.72,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
71.76,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
71.8,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
71.84,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
71.88,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
71.92,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
71.96000000000001,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
72.0,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
72.04,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
72.08,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
72.12,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
72.16,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
72.2,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
72.24,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
72.28,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
72.32000000000001,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
72.36,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
72.4,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
72.44,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
72.48,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
72.52,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
72.56,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
72.60000000000001,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
72.64,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
72.68,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
72.72,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
72.76,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
72.8,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
72.84,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
72.88,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
72.92,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
72.96000000000001,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
73.0,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
73.04,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
73.08,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
73.12,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
73.16,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
73.2,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
73.24,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
73.28,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
73.32000000000001,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
73.36,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
73.4,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
73.44,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
73.48,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
73.52,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
73.56,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
73.60000000000001,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
73.64,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
73.68,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
73.72,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
73.76,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
73.8,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
73.84,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
73.88,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
73.92,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
73.96000000000001,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
74.0,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
74.04,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
74.08,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
74.12,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
74.16,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
74.2,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
74.24,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
74.28,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
74.32000000000001,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
74.36,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
74.4,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
74.44,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
74.48,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
74.52,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
74.56,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
74.60000000000001,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
74.64,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
74.68,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
74.72,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
74.76,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
74.8,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
74.84,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
74.88,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
74.92,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
74.96000000000001,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
75.0,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
75.04,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
75.08,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
75.12,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
75.16,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
75.2,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
75.24,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
75.28,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
75.32000000000001,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
75.36,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
75.4,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
75.44,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
75.48,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
75.52,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
75.56,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
75.60000000000001,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
75.64,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
75.68,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
75.72,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
75.76,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
75.8,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
75.84,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
75.88,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
75.92,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
75.96000000000001,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
76.0,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
76.04,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
76.08,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
76.12,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
76.16,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
76.2,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
76.24,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
76.28,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
76.32000000000001,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
76.36,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
76.4,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
76.44,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
76.48,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
76.52,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
76.56,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
76.60000000000001,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
76.64,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
76.68,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
76.72,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
76.76,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
76.8,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
76.84,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
76.88,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
76.92,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
76.96000000000001,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
77.0,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
77.04,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
77.08,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
77.12,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
77.16,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
77.2,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
77.24,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
77.28,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
77.32000000000001,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
77.36,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
77.4,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
77.44,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
77.48,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
77.52,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
77.56,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
77.60000000000001,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
77.64,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
77.68,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
77.72,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
77.76,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
77.8,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
77.84,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
77.88,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
77.92,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
77.96000000000001,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
78.0,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
78.04,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
78.08,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
78.12,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
78.16,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
78.2,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
78.24,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
78.28,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
78.32000000000001,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
78.36,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
78.4,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
78.44,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
78.48,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
78.52,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
78.56,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
78.60000000000001,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
78.64,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
78.68,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
78.72,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
78.76,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
78.8,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
78.84,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
78.88,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
78.92,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
78.96000000000001,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
79.0,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
79.04,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
79.08,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
79.12,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
79.16,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
79.2,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
79.24,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
79.28,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
79.32000000000001,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
79.36,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
79.4,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
79.44,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
79.48,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
79.52,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
79.56,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
79.60000000000001,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
79.64,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
79.68,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
79.72,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
79.76,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
79.8,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
79.84,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
79.88,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
79.92,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
79.96000000000001,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
80.0,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
80.04,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
80.08,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
80.12,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
80.16,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
80.2,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
80.24,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
80.28,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
80.32000000000001,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
80.36,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
80.4,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
80.44,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
80.48,"[(0.0, 0.0, 0.0), (0.0, 39.0, 0.0), (0.0, 39.0, 19.0)]",0
